budget_id,school_id,municipality_code,fiscal_year,category,budgeted_amount,spent_amount,currency,approved_date,approved_by,notes,created_at,updated_at
BUD-000043,851-SCH-005,851,2024,IT_udstyr,2850405.78,2240687.64,DKK,2024-01-15,Magnus Christensen,,2026-02-27T13:34:08.173414,2026-02-27T13:34:08.173415
BUD-000044,851-SCH-005,851,2024,Bygningsvedligehold,2029854.34,1823582.49,DKK,2024-01-15,Jonas Kristensen,,2026-02-27T13:34:08.173417,2026-02-27T13:34:08.173418
BUD-000045,851-SCH-005,851,2024,Transport,1024985.89,960018.92,DKK,2024-01-15,William Johansen,,2026-02-27T13:34:08.173419,2026-02-27T13:34:08.173420
BUD-000046,851-SCH-005,851,2024,Kantinedrift,1446766.35,1258778.42,DKK,2024-01-15,Jonas Jensen,,2026-02-27T13:34:08.173422,2026-02-27T13:34:08.173423
BUD-000047,851-SCH-005,851,2024,Specialundervisning,1706175.93,1453967.78,DKK,2024-01-15,Nikolaj Andersen,,2026-02-27T13:34:08.173425,2026-02-27T13:34:08.173425
BUD-000048,851-SCH-005,851,2024,Fritidsaktiviteter,1991851.68,1534147.9,DKK,2024-01-15,Jakob Hansen,,2026-02-27T13:34:08.173427,2026-02-27T13:34:08.173428
BUD-000049,851-SCH-005,851,2024,Administration,1416939.71,1301574.73,DKK,2024-01-15,Noah Kristensen,,2026-02-27T13:34:08.173430,2026-02-27T13:34:08.173431
BUD-000050,851-SCH-005,851,2024,Rengoring,2114914.83,1770842.5,DKK,2024-01-15,William Petersen,,2026-02-27T13:34:08.173433,2026-02-27T13:34:08.173434
BUD-000001,561-SCH-001,561,2024,Personale,17628080.27,15099548.02,DKK,2024-01-15,Oscar Mortensen,,2026-02-27T13:34:08.221931,2026-02-27T13:34:08.221933
BUD-000002,561-SCH-001,561,2024,Undervisningsmaterialer,3343578.06,2868953.14,DKK,2024-01-15,Sebastian Nielsen,,2026-02-27T13:34:08.221936,2026-02-27T13:34:08.221937
BUD-000003,561-SCH-001,561,2024,IT_udstyr,1506095.34,1378558.38,DKK,2024-01-15,Kasper Olsen,,2026-02-27T13:34:08.221939,2026-02-27T13:34:08.221940
BUD-000004,561-SCH-001,561,2024,Bygningsvedligehold,1140809.71,895795.67,DKK,2024-01-15,Nikolaj Nielsen,,2026-02-27T13:34:08.221943,2026-02-27T13:34:08.221944
BUD-000005,561-SCH-001,561,2024,Transport,766820.93,587683.12,DKK,2024-01-15,Kasper Poulsen,,2026-02-27T13:34:08.221946,2026-02-27T13:34:08.221947
BUD-000006,561-SCH-001,561,2024,Kantinedrift,929472.0,853715.59,DKK,2024-01-15,Mads Jorgensen,,2026-02-27T13:34:08.221949,2026-02-27T13:34:08.221950
BUD-000007,561-SCH-001,561,2024,Specialundervisning,1140217.23,917346.81,DKK,2024-01-15,Emil Poulsen,,2026-02-27T13:34:08.221952,2026-02-27T13:34:08.221953
BUD-000008,561-SCH-001,561,2024,Fritidsaktiviteter,660652.58,507519.32,DKK,2024-01-15,Simon Petersen,,2026-02-27T13:34:08.221955,2026-02-27T13:34:08.221956
BUD-000009,561-SCH-001,561,2024,Administration,1201084.76,1084875.51,DKK,2024-01-15,Nikolaj Kristensen,,2026-02-27T13:34:08.221958,2026-02-27T13:34:08.221959
BUD-000010,561-SCH-001,561,2024,Rengoring,1270697.25,1180017.89,DKK,2024-01-15,Christian Hansen,,2026-02-27T13:34:08.221961,2026-02-27T13:34:08.221962
BUD-000011,561-SCH-002,561,2024,Personale,11287415.71,8597205.36,DKK,2024-01-15,Nikolaj Petersen,,2026-02-27T13:34:08.221966,2026-02-27T13:34:08.221966
BUD-000012,561-SCH-002,561,2024,Undervisningsmaterialer,1941661.36,1583295.26,DKK,2024-01-15,Oscar Kristensen,,2026-02-27T13:34:08.221971,2026-02-27T13:34:08.221971
BUD-000013,561-SCH-002,561,2024,IT_udstyr,1354110.06,1069149.75,DKK,2024-01-15,Sebastian Andersen,,2026-02-27T13:34:08.221974,2026-02-27T13:34:08.221974
BUD-000014,561-SCH-002,561,2024,Bygningsvedligehold,408978.25,361773.43,DKK,2024-01-15,Frederik Thomsen,,2026-02-27T13:34:08.221977,2026-02-27T13:34:08.221977
BUD-000015,561-SCH-002,561,2024,Transport,532803.14,402593.62,DKK,2024-01-15,Tobias Poulsen,,2026-02-27T13:34:08.221979,2026-02-27T13:34:08.221980
BUD-000016,561-SCH-002,561,2024,Kantinedrift,840926.03,724668.62,DKK,2024-01-15,Lucas Jensen,,2026-02-27T13:34:08.221982,2026-02-27T13:34:08.221983
BUD-000017,561-SCH-002,561,2024,Specialundervisning,474998.04,406103.13,DKK,2024-01-15,Carl Petersen,,2026-02-27T13:34:08.221985,2026-02-27T13:34:08.221986
BUD-000018,561-SCH-002,561,2024,Fritidsaktiviteter,609017.5,483369.97,DKK,2024-01-15,Christian Jorgensen,,2026-02-27T13:34:08.221988,2026-02-27T13:34:08.221989
BUD-000019,561-SCH-002,561,2024,Administration,447794.49,359770.24,DKK,2024-01-15,Oscar Hansen,,2026-02-27T13:34:08.221991,2026-02-27T13:34:08.221992
BUD-000020,561-SCH-002,561,2024,Rengoring,590987.29,523289.21,DKK,2024-01-15,Tobias Jorgensen,,2026-02-27T13:34:08.221994,2026-02-27T13:34:08.221995
BUD-000021,561-SCH-003,561,2024,Personale,13847069.04,11653902.87,DKK,2024-01-15,Victor Rasmussen,,2026-02-27T13:34:08.221998,2026-02-27T13:34:08.221998
BUD-000022,561-SCH-003,561,2024,Undervisningsmaterialer,2623338.07,2361663.86,DKK,2024-01-15,Emil Poulsen,,2026-02-27T13:34:08.222001,2026-02-27T13:34:08.222001
BUD-000023,561-SCH-003,561,2024,IT_udstyr,1651651.73,1513973.6,DKK,2024-01-15,Jonas Moller,,2026-02-27T13:34:08.222003,2026-02-27T13:34:08.222004
BUD-000024,561-SCH-003,561,2024,Bygningsvedligehold,630098.11,525871.39,DKK,2024-01-15,Oscar Johansen,,2026-02-27T13:34:08.222006,2026-02-27T13:34:08.222007
BUD-000025,561-SCH-003,561,2024,Transport,738229.03,614009.77,DKK,2024-01-15,Magnus Rasmussen,,2026-02-27T13:34:08.222009,2026-02-27T13:34:08.222010
BUD-000026,561-SCH-003,561,2024,Kantinedrift,1129559.7,986898.9,DKK,2024-01-15,Sebastian Kristensen,,2026-02-27T13:34:08.222013,2026-02-27T13:34:08.222014
BUD-000027,561-SCH-003,561,2024,Specialundervisning,851689.72,793833.22,DKK,2024-01-15,William Hansen,,2026-02-27T13:34:08.222016,2026-02-27T13:34:08.222017
BUD-000028,561-SCH-003,561,2024,Fritidsaktiviteter,731721.63,665708.78,DKK,2024-01-15,Tobias Lund,,2026-02-27T13:34:08.222019,2026-02-27T13:34:08.222020
BUD-000029,561-SCH-003,561,2024,Administration,578699.23,473464.21,DKK,2024-01-15,Oscar Berg,,2026-02-27T13:34:08.222022,2026-02-27T13:34:08.222023
BUD-000030,561-SCH-003,561,2024,Rengoring,1082352.53,846710.53,DKK,2024-01-15,Oscar Thomsen,,2026-02-27T13:34:08.222025,2026-02-27T13:34:08.222026
BUD-000031,561-SCH-004,561,2024,Personale,24361107.41,21477794.71,DKK,2024-01-15,Jakob Poulsen,,2026-02-27T13:34:08.222029,2026-02-27T13:34:08.222029
BUD-000032,561-SCH-004,561,2024,Undervisningsmaterialer,3589773.71,3314298.55,DKK,2024-01-15,Rasmus Lund,,2026-02-27T13:34:08.222032,2026-02-27T13:34:08.222032
BUD-000033,561-SCH-004,561,2024,IT_udstyr,2552674.12,1935923.34,DKK,2024-01-15,Christian Knudsen,,2026-02-27T13:34:08.222035,2026-02-27T13:34:08.222035
BUD-000034,561-SCH-004,561,2024,Bygningsvedligehold,1390918.0,1082400.22,DKK,2024-01-15,Kasper Johansen,,2026-02-27T13:34:08.222037,2026-02-27T13:34:08.222038
BUD-000035,561-SCH-004,561,2024,Transport,1503213.29,1388573.77,DKK,2024-01-15,Jakob Jakobsen,,2026-02-27T13:34:08.222040,2026-02-27T13:34:08.222041
BUD-000036,561-SCH-004,561,2024,Kantinedrift,1044937.66,967110.66,DKK,2024-01-15,Frederik Moller,,2026-02-27T13:34:08.222043,2026-02-27T13:34:08.222044
BUD-000037,561-SCH-004,561,2024,Specialundervisning,1533040.44,1254462.36,DKK,2024-01-15,Oscar Kristensen,,2026-02-27T13:34:08.222046,2026-02-27T13:34:08.222047
BUD-000038,561-SCH-004,561,2024,Fritidsaktiviteter,820742.82,720778.38,DKK,2024-01-15,Kasper Moller,,2026-02-27T13:34:08.222049,2026-02-27T13:34:08.222050
BUD-000039,561-SCH-004,561,2024,Administration,1112951.51,1006238.81,DKK,2024-01-15,Mathias Rasmussen,,2026-02-27T13:34:08.222052,2026-02-27T13:34:08.222053
BUD-000040,561-SCH-004,561,2024,Rengoring,1813022.1,1460903.23,DKK,2024-01-15,Emil Kristensen,,2026-02-27T13:34:08.222055,2026-02-27T13:34:08.222056
